79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(1)<0>	IN:	niebull	P	niebuell	54.786630	8.828540	0.000000km	2863696
(1)<0>	EQ:	barsbuttel	P	barsbuettel	53.566670	10.166670	0.000000km	2952415
(2)<0>	EQ:	stolberg (rhineland)	P	stolberg	51.574260	10.955820	0.000000km	2826594
(2)<0>	EQ:	stolberg (rhineland)	P	stolberg	50.773680	6.225950	342.494022km	2826595
(1)<0>	EQ:	hann. munden	P	muenden	51.153140	8.749750	0.000000km	2867614
(19)<5>	EQ:	bergen auf rugen	P	bergen	51.514120	7.252830	0.000000km	2950617
(19)<5>	EQ:	bergen auf rugen	P	bergen	50.156900	8.754720	184.355310km	2950618
(19)<5>	EQ:	bergen auf rugen	P	bergen	51.711320	6.498270	56.685576km	2950619
(19)<5>	EQ:	bergen auf rugen	P	bergen	52.808370	9.963740	234.820506km	2950622
(19)<5>	EQ:	bergen auf rugen	P	bergen	52.110960	11.364770	291.205622km	2950623
(19)<5>	EQ:	bergen auf rugen	P	bergen	51.762270	13.749980	450.496213km	2950624
(19)<5>	EQ:	bergen auf rugen	P	bergen	51.466520	14.228820	484.364503km	2950625
(19)<5>	EQ:	bergen auf rugen	P	bergen	50.471000	12.274480	371.080876km	2950626
(19)<5>	EQ:	bergen auf rugen	P	bergen	50.337920	12.190070	370.883587km	2950627
(19)<5>	EQ:	bergen auf rugen	P	bergen	49.783330	7.416670	192.883969km	2950628
(19)<5>	EQ:	bergen auf rugen	P	bergen	49.533090	6.695460	223.882720km	2950629
(19)<5>	EQ:	bergen auf rugen	P	bergen	49.073470	11.114000	386.428706km	2950630
(19)<5>	EQ:	bergen auf rugen	P	bergen	48.783970	11.143870	411.667286km	2950631
(19)<5>	EQ:	bergen auf rugen	P	bergen	48.482460	11.861880	471.958923km	2950632
(19)<5>	EQ:	bergen auf rugen	P	bergen	48.439580	11.213690	444.463226km	2950633
(19)<5>	EQ:	bergen auf rugen	P	bergen	48.437800	10.947440	432.684588km	2950634
(19)<5>	EQ:	bergen auf rugen	P	bergen	47.808370	12.589820	563.933242km	2950635
(19)<5>	EQ:	bergen auf rugen	P	bergen	47.721200	12.164270	551.038493km	2950636
(19)<5>	EQ:	bergen auf rugen	P	bergen	47.667500	10.271030	480.163902km	2950637
(19)<5>	EQ:	bergen auf rugen	A	bergen	50.476390	12.279170	371.187382km	6548528
(19)<5>	EQ:	bergen auf rugen	A	bergen	49.783300	7.416670	192.887300km	6553572
(19)<5>	EQ:	bergen auf rugen	A	bergen	47.803550	12.582750	563.989922km	6556395
(19)<5>	EQ:	bergen auf rugen	A	bergen	49.083300	11.116700	385.778963km	6556927
(19)<5>	EQ:	bergen auf rugen	A	bergen	52.809500	9.962200	234.812584km	6557431
(1)<0>	EQ:	tonning	P	toenning	54.318790	8.942340	0.000000km	2821878
(2)<1>	EQ:	zweibrucken	A	zweibruecken	49.248950	7.364870	0.425799km	6554823
(2)<1>	EQ:	hartheim am rhein	A	hartheim	47.937280	7.626400	100.466320km	6555745
(1)<0>	IN:	schwabisch hall	P	schwabisch gmund	48.799470	9.798090	0.000000km	2835482
(1)<0>	EQ:	wulfrath	P	wuelfrath	51.281950	7.038210	0.000000km	2805910
(2)<0>	IN:	florsheim am main	P	ober-florsheim	49.683060	8.155280	0.000000km	2860694
(2)<0>	IN:	florsheim am main	P	floersheim	50.013110	8.427790	41.614475km	2926120
(2)<1>	IN:	konigslutter am elm	A	koenigslutter am elm	52.270900	10.812000	2.221134km	6557379
(1)<0>	IN:	julich	P	juelich	50.921490	6.362670	0.000000km	2894553
(1)<0>	EQ:	dusseldorf	P	duesseldorf	51.221720	6.776160	0.000000km	2934246
(1)<0>	IN:	brunswick	P	braunschweig	52.265940	10.526730	0.000000km	2945024
(1)<0>	EQ:	frankfurt an der oder	P	frankfurt	49.683330	10.533330	0.000000km	2925536
(1)<0>	EQ:	wurzburg	P	wuerzburg	49.793910	9.951210	0.000000km	2805615
(1)<0>	IN:	sommerda	P	soemmerda	51.159140	11.115240	0.000000km	2831403
(0)<1>	No match:	hoxter	A	kreis hoexter	51.680560	9.195830	145.570490km	3231882
(1)<0>	IN:	lunen	P	luenen	51.616340	7.528720	0.000000km	2875107
(2)<1>	EQ:	wolfenbuttel	A	wolfenbuettel	52.157800	10.557900	231.301644km	6557395
(1)<0>	IN:	waldbrol	P	waldbroel	50.875760	7.616880	0.000000km	2815137
(1)<0>	EQ:	kunzelsau	P	kuenzelsau	49.281800	9.683520	0.000000km	2882439
(1)<0>	IN:	nuremberg	P	nuernberg	49.454210	11.077520	0.000000km	2861650
(0)<2>	No match: sudbrookmerland
(0)<2>	No match:	sudbrookmerland	A	suedbrookmerland	53.475500	7.351630	516.753889km	6558476
(0)<2>	No match:	sudbrookmerland	A	suedbrookmerland	53.475500	7.351630	516.753889km	6558476
(1)<0>	EQ:	rodermark	P	roedermark	49.973970	8.828160	0.000000km	11279743
(1)<0>	EQ:	budelsdorf	P	buedelsdorf	54.318440	9.672950	0.000000km	2942093
(1)<0>	EQ:	bad munstereifel	P	bad muenstereifel	50.556670	6.764240	0.000000km	2953398
(1)<0>	IN:	monchengladbach	P	moenchengladbach	51.185390	6.441720	0.000000km	2869894
(1)<0>	EQ:	quakenbruck	P	quakenbrueck	52.675020	7.949830	0.000000km	2851523
(1)<0>	EQ:	lubeck	P	luebeck	53.868930	10.687290	0.000000km	2875601
(0)<1>	No match:	gustrow	A	landkreis guestrow	53.793060	12.267500	104.382698km	2913431
(1)<0>	EQ:	schalksmuhle	P	schalksmuehle	51.241200	7.527900	0.000000km	2840555
(1)<0>	IN:	lorrach	P	loerrach	47.614970	7.664570	0.000000km	2875881
(1)<0>	EQ:	osnabruck	P	osnabrueck	52.272640	8.049800	0.000000km	2856883
(1)<0>	IN:	boblingen	P	boeblingen	48.682120	9.011710	0.000000km	2947444
(1)<0>	IN:	kuhlungsborn	P	ostseebad kuehlungsborn	54.150350	11.759940	0.000000km	2856193
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	51.054660	12.683120	0.000000km	2958022
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	50.876280	6.358970	444.576059km	2958023
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	49.385600	11.357300	208.368179km	2958024
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	49.355940	9.613700	289.299341km	2958025
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	49.287220	8.216110	374.726395km	2958026
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	48.986980	11.279530	251.009609km	2958027
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	48.631120	8.996260	378.049125km	2958028
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	48.594210	9.271650	367.550112km	2958029
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	48.555930	12.110020	280.964644km	2958030
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	48.265400	7.815910	468.575967km	2958031
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	48.153740	12.184190	324.651435km	2958032
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	48.095730	7.878730	478.399980km	2958033
(13)<3>	EQ:	altdorf bei nurnberg	P	altdorf	47.813720	10.634920	389.826570km	2958034
(13)<3>	EQ:	altdorf bei nurnberg	A	altdorf	49.287200	8.216110	374.727618km	6555164
(13)<3>	EQ:	altdorf bei nurnberg	A	altdorf	48.630870	8.995740	378.095619km	6555393
(13)<3>	EQ:	altdorf bei nurnberg	A	altdorf	48.594210	9.271260	367.568834km	6555409
(1)<0>	EQ:	saarbrucken	P	saarbruecken	49.232620	7.009820	0.000000km	2842647
(1)<0>	EQ:	hanover	P	hannover	52.370520	9.733220	0.000000km	2910831
(1)<0>	EQ:	plon	P	ploen	54.162410	10.423330	0.000000km	2853162
(1)<0>	IN:	donauworth	P	donauwoerth	48.718040	10.779300	0.000000km	2936253
(2)<1>	EQ:	wertheim am main	A	wertheim	49.753940	9.515380	214.040460km	6558018
(1)<0>	EQ:	tubingen	P	tuebingen	48.522660	9.052220	0.000000km	2820860
(1)<0>	EQ:	altotting	P	altoetting	48.225330	12.676650	0.000000km	2956940
(0)<1>	No match:	remseck	A	remseck am neckar	48.872860	9.275680	261.188133km	2848267
(1)<0>	IN:	haselunne	P	haseluenne	52.674120	7.484600	0.000000km	2909761
(5)<1>	EQ:	schonefeld	A	schoenefeld	52.367800	13.505170	135.395736km	6559229
(2)<0>	IN:	schmolln	P	schmoelln	51.121120	14.231460	0.000000km	2837651
(2)<0>	IN:	schmolln	P	schmoelln	50.896780	12.353390	134.148781km	2837652
(1)<0>	EQ:	gluckstadt	P	glueckstadt	53.788930	9.425760	0.000000km	2919763
(1)<0>	EQ:	huckeswagen	P	hueckeswagen	51.149790	7.344710	0.000000km	2898098
(2)<0>	EQ:	furstenwalde	P	fuerstenwalde	52.360670	14.061850	0.000000km	2923588
(2)<0>	EQ:	furstenwalde	P	fuerstenwalde	50.759260	13.868180	178.676529km	2923589
(1)<0>	IN:	schoppenstedt	P	klein schoeppenstedt	52.253480	10.612760	0.000000km	2888244
(1)<0>	EQ:	herxheim bei landau/pfalz	P	herxheim	49.146300	8.213460	0.000000km	2905528
(1)<0>	IN:	bremervorde	P	bremervoerde	53.484580	9.143060	0.000000km	2944354
(2)<0>	EQ:	ruhstorf an der rott	P	ruhstorf	48.539760	12.683050	0.000000km	2843185
(2)<0>	EQ:	ruhstorf an der rott	P	ruhstorf	48.436170	13.335700	49.599175km	2843186
(2)<0>	IN:	dallgow-doberitz	P	dorf doeberitz	52.500000	13.066670	0.000000km	2936116
(2)<0>	IN:	dallgow-doberitz	P	doeberitz	52.516670	13.050000	2.173031km	2936637
(1)<0>	IN:	hamelin	P	hameln	52.103970	9.356230	0.000000km	2911271
(1)<0>	IN:	bad durkheim	P	bad duerkheim	49.461800	8.172360	0.000000km	2953522
(0)<2>	No match: gaufelden
(0)<2>	No match:	gaufelden	A	gaeufelden	48.553090	8.822880	111.702423km	3209424
(0)<2>	No match:	gaufelden	A	gaeufelden	48.553090	8.822880	111.702423km	3209424
(1)<0>	IN:	tonisvorst	P	toenisvorst	51.320920	6.494120	0.000000km	2821899
(2)<0>	IN:	delbruck	P	kindelbrueck	51.261710	11.089990	0.000000km	2890880
(2)<0>	IN:	delbruck	P	delbrueck	51.765030	8.562230	184.184717km	2938389
(2)<1>	EQ:	dulmen	A	duelmen	51.843300	7.294800	1.632333km	6557581
(1)<0>	EQ:	russelsheim	P	ruesselsheim	49.989550	8.422510	0.000000km	2842884
(1)<0>	EQ:	hullhorst	P	huellhorst	52.283330	8.666670	0.000000km	2897844
(1)<0>	IN:	volklingen	P	voelklingen	49.251620	6.858730	0.000000km	2816630
(1)<0>	EQ:	gutersloh	P	guetersloh	51.906930	8.378530	0.000000km	2913366
(1)<0>	IN:	sprockhovel	P	sprockhoevel	51.346690	7.243430	0.000000km	2829998
(1)<0>	IN:	burstadt	P	buerstadt	49.642660	8.459360	0.000000km	2940938
(1)<0>	EQ:	eisenhuttenstadt	P	eisenhuettenstadt	52.150000	14.650000	0.000000km	2931481
(1)<0>	EQ:	wittlich-land	P	wittlich	49.985960	6.893080	0.000000km	2807240
(7)<2>	EQ:	erbach im odenwald	P	erbach	50.631700	7.904360	0.000000km	2929798
(7)<2>	EQ:	erbach im odenwald	P	erbach	50.310090	8.260030	43.788452km	2929799
(7)<2>	EQ:	erbach im odenwald	P	erbach	50.033330	7.683330	68.395034km	2929800
(7)<2>	EQ:	erbach im odenwald	P	erbach	50.021200	8.096150	69.268796km	2929801
(7)<2>	EQ:	erbach im odenwald	P	erbach	49.661480	8.994020	133.086353km	2929802
(7)<2>	EQ:	erbach im odenwald	P	erbach	49.638530	8.669750	123.280348km	2929803
(7)<2>	EQ:	erbach im odenwald	P	erbach	48.328410	9.887520	293.701371km	2929804
(7)<2>	EQ:	erbach im odenwald	A	erbach	50.025680	7.680570	69.268617km	6553892
(7)<2>	EQ:	erbach im odenwald	A	erbach	48.328290	9.890790	293.829017km	6558172
(1)<0>	IN:	lobau	P	loebau	51.099540	14.667380	0.000000km	2876755
(1)<0>	EQ:	ibbenburen	P	ibbenbueren	52.279640	7.714570	0.000000km	2896817
(1)<0>	EQ:	hansestadt salzwedel	P	salzwedel	52.854350	11.152500	0.000000km	2842112
(1)<0>	EQ:	unterfohring	P	unterfoehring	48.192530	11.642930	0.000000km	2819568
(1)<0>	EQ:	neustadt am rubenberge	P	neustadt am ruebenberge	52.504620	9.458710	0.000000km	2864058
(1)<0>	IN:	wachtersbach	P	breitenborn	50.262820	9.187030	0.000000km	2944648
(0)<0>	No match: muhlenbecker land
(3)<0>	EQ:	lohr a. main	P	lohr	50.146080	10.705510	0.000000km	2876146
(3)<0>	EQ:	lohr a. main	P	lohr	49.328540	10.168780	98.818497km	2876148
(3)<0>	EQ:	lohr a. main	P	lohr	49.106220	10.126200	122.994791km	2876149
(1)<0>	EQ:	eckernforde	P	eckernfoerde	54.468540	9.838240	0.000000km	2933627
(1)<0>	EQ:	wipperfurth	P	wipperfuerth	51.116100	7.398650	0.000000km	2807594
(1)<0>	IN:	lubbenau	P	luebbenau	51.862170	13.951680	0.000000km	2875623
(1)<0>	EQ:	willstatt	P	willstaett	48.540710	7.893140	0.000000km	2808493
(1)<0>	IN:	ludenscheid	P	luedenscheid	51.219770	7.627300	0.000000km	2875457
(1)<0>	EQ:	anrochte	P	anroechte	51.566670	8.333330	0.000000km	2955940
(1)<0>	EQ:	grevesmuhlen	P	grevesmuehlen	53.863370	11.191600	0.000000km	2917520
(6)<0>	IN:	dobeln	P	zschackwitz	51.123530	13.140310	0.000000km	2803849
(6)<0>	IN:	dobeln	P	masten	51.124620	13.069850	4.934415km	2872958
(6)<0>	IN:	dobeln	P	keuern	51.129020	13.080830	4.208568km	2891275
(6)<0>	IN:	dobeln	P	grossbauchlitz	51.132880	13.098410	3.112152km	2917000
(6)<0>	IN:	dobeln	P	gaertitz	51.143670	13.123170	2.541575km	2922447
(6)<0>	IN:	dobeln	P	doebeln	51.122100	13.110270	2.109175km	2936658
(9)<1>	EQ:	worth am rhein	A	worth	53.466700	10.416700	0.003888km	6551519
